,tweets
1812,"My below issue still not resolved even after passing of one month and numerous requests.

If u don't want to give, mention it clearly and don't cheat people with your fraudulent ads... https://t.co/nOmY0FQJCp https://t.co/Qpc2AatMKk"
1813,"@flipkart is day 26th of handing over mobile phone and still not response. 
#MobileProtectionPlanFraud as company https://t.co/ule0WBvE7y"
1814,@flipkartsupport @FlipkartSellers What a robot seller support from flipkart Disppointment continues with flipkart Created ticket for  certain reasons with druken replies..Bad service from big company https://t.co/YVc5E2YN9A
1815,Highly unprofessional behavior for delivering @GoogleIndia Pixel 4A by @Flipkart and @flipkartsupport. If the delay was happening why wasn't I pre-informed. @pankaj @meenhan @SappyChadha @walmartindia @_Kalyan_K @binnybansal @_sachinbansal @FlipkartSellers
1816,Still I didn't get any resolution from Flipkart kindly arrange a call back ASAP @Flipkart @FlipkartStories @flipkartsupport @FlipkartW
1817,@myogioffice @myogiadityanath @Flipkart Good work 👍
1818,"@cashameesh To ensure that your Flipkart account information is safe, request you to reach us via DM by clicking the below link. ^DA (2/2) https://t.co/5DoqNukc8t"
1819,@flipkartsupport From past 10 days i have been trying to return my order....return was approved by flipkart within a day i requested... but ekart office isn't accepting my ordr...
1820,@myogioffice @myogiadityanath @Flipkart I like it flipkart I shop online saree suits
1821,"Amazon fined Rs.25,000 for violating 'country of origin' rules:
https://t.co/x56UwgR78s

That's like... https://t.co/qAaP3YygUt"
1822,"@Flipkart hello
I had a query if i do bill payment in smartstore using flipkart axis card
Will i be receiving 1.5% cashback in axis card????
Pleaee clarify
@flipkartsupport"
1823,"@rishibagree Meawhile flipkart has added country of origin. 
But we need to searching for it."
1824,@myogioffice @myogiadityanath @Flipkart Great effort 👍
1825,@tanna_umang to make sure that your Flipkart account information is safe. Awaiting your response. ^TG (2/2) https://t.co/5DoqNu2BgV
1826,@AxisBank @AxisBankSupport  I have not received Flipkart welcome gift card. Can you please help me with this ?
1827,@XiaomiIndia @amazonIN @Flipkart Never buying an redmi phone again dead pixel after 4 months why u using cheap screen should have brought samsung
1828,"Cherry Blossom Pop Up Card,3D Card

Buy : https://t.co/J7cTwW5hTt

#CherryBlossomCard #MothersDay #ValentineDay #Card #Anniversary #Birthday #Paperkraft #Flipkart #Amazon #etsy https://t.co/Ea0r7tG1gV"
1829,@Yesh234 follow @Offersbox to grab best deals on Amazon and flipkart
1830,@eternaltamizhan follow @Offersbox to grab best deals on Amazon and flipkart
1831,@PavanKu28755841 follow @Offersbox to grab best deals on Amazon and flipkart
1832,"RT @CNBCTV18News: As a first offence, Amazon has to pay a fine of Rs 25,000 within a week of receiving the notice, which was issued on Frid…"
1833,"@Flipkart  facing too much problem to return my last order Marq ac which was defective . After long follow up flipkart approved for replacement but didn't picked up from my office.
Also trying to contact customer care but no contactable 😠😠😠"
1834,"@Flipkart hello
I had a query if i do bill payment in smartstore using flipkart axis card
Will i be receiving 1.5% cashback in axis card????
Pleaee clarify"
1835,Flipkart sent me a voucher and it’s valid till 31st March 2020. Maybe they like to go back in time it seems. Interesting! @Flipkart https://t.co/gtNgjlJ94Z
1836,"RT @IamIrfanSumaro: @Flipkart @flipkartsupport OD120135393428563000
Incident I'd IN20112418142747265065
Haven't got 2nd time payment(for sa…"
1837,@janaspjana follow @Offersbox to grab best deals on Amazon and flipkart
1838,"@KumarVijayji Also, we'd like to tell you, please do not reveal Flipkart account details here. You can just DM us by clicking the below link. ^TG (2/2) https://t.co/5DoqNukc8t"
1839,@perfectknot_m follow @Offersbox to grab best deals on Amazon and flipkart
1840,"@jasinghin @flipkartsupport Astonished. I used to tell stories to colleagues here about how this ‘once upon a time small company’ gave @amazonIN a run for its money in India. But, wow Flipkart has tanked so much. I live the Amazon Prime experience. So, the Flipkart experience is other worldly (in a bad way)"
1841,@iMRobii follow @Offersbox to grab best deals on Amazon and flipkart
1842,@ObliviousNerd__ follow @Offersbox to grab best deals on Amazon and flipkart
1843,@crsnasuneel follow @Offersbox to grab best deals on Amazon and flipkart
1844,@Flipkart what happened  you  also want become  another snapdeal 😂
1845,"@_Kalyan_K @Flipkart @FlipkartW @walmartindia @BestPriceWMT First focus on e-com business, then get the local kiranas on board. Pathetic and lethargic support!!!"
1846,@Nagendr34403583 follow @Offersbox to grab best deals on Amazon and flipkart
1847,"@Flipkart Received only one item but sms received that 2 items are delivered. Raised complaint, but no complaint number received. Raising some issue but received email regarding something else. It appears customer care executives are not listening properly."
1848,"@Flipkart customer care is equally irresponsible &amp; lame. They dnt understand a thing so simple. ur website &amp;  app mentions in the description dat ""it comes with a frame"" bt still u guys r unabashedly refuting my claim of frame @Flipkart @FlipkartStories  @flipkartsupport https://t.co/OjeOdwxye7"
1849,@bhathu899 follow @Offersbox to grab best deals on Amazon and flipkart
1850,@Micromax__India @Flipkart Please give me next date sale of in note 1.
1851,@Pantherpid166 follow @Offersbox to grab best deals on Amazon and flipkart
1852,"Hey @Flipkart , order pending since October.

OD119960014022032000"
1853,@arihant_j You can track your order anytime from your ‘My Orders’ section of your Flipkart account. Thanks for your understanding and patience. ^BG (2/2) https://t.co/5DoqNu2BgV
1854,"This wat happening ,,, in online purchase .., not getting resolve .., my order I’d .. not showing in flipkart customer care .., still not got refund.., ⁦@Flipkart⁩ ⁦@FlipkartSellers⁩ ⁦@SrBachchan⁩ ⁦@imVkohli⁩ .,  ⁦@flipkartsupport⁩ https://t.co/CdsfY6sLqq"
1855,@flipkartsupport Sorry I am not satisfied with your services anymore and not ever got an future idea with flipkart
1856,"@flipkartsupport Thanks Flipkart ,case has been resolved"
1857,"@Flipkart (2/2) and the chat bot gave me an option of callback at 11 AM today, but haven't received any callback yet and the delivery date has been extended to 3rd December. Kindly look into the issue and try to honor your commitments.(2/2) https://t.co/FtfHZA7pIH"
1858,"@Damral1337 @Flipkart @FlipkartSellers @flipkartsupport @ConsumerCourt_ @consumercourtin @PMOIndia Definitely I am reaching out to the police now as I have the unboxing video, the fake bill I received, the call recordings with flipkart customer care. I don't have any faith left in flipkart. @Uppolice @PMOIndia @ConsumerCourt_ @dubey_ips @myogiadityanath @CMOfficeUP"
1859,"@iAmritaPathak To ensure that your Flipkart account information is safe, please share the requested details via DM by clicking the below link. ^TN (2/2) https://t.co/5DoqNukc8t"
1860,"@flipkartsupport After several followup I get confirmation to get refund of variance amount of 4122 rs within 5 days but still waiting for payment. Very worst service of Flipkart with Flipkart plus members. So sad, I will never use Flipkart in future https://t.co/AAMJCM6GQI"
1861,RT @DeepuWw: @Micromax__India @Flipkart Other Brands After Micromax's Back To Back Over Powered Smart Phones 😂 https://t.co/9JJbpxQEeb
1862,@mocking_bird01 Yes you are right. Hv placed an order for this with Flipkart just now.. @mocking_bird01 https://t.co/ciWPoXE7DM
1863,"@chintusrikrishn To ensure that your Flipkart account information is safe, request you to reach us via DM by clicking the below link. ^DA (2/2) https://t.co/5DoqNukc8t"
1864,"Day 23 of Refund request
Day 13 of complaint on app
Day 12 of twitter complaint
No REFUND RECIEVED
19 Tweets
@Flipkart doesn’t give a shit about customers
@PMOIndia @narendramodi 
@FlipkartStories
@flipkartsupport
@_Kalyan_K"
1865,"@Damral1337 @Flipkart @FlipkartSellers @flipkartsupport @ConsumerCourt_ @consumercourtin @PMOIndia Regarding your logic behind the micromax phone- this is the key to the fraud: an ""old and damaged"" phone discontinued in 2015; hence, I became the victim of receiving a damaged product instead of what I ordered. Now I get it how Flipkart plays with people. @Flipkart @Uppolice"
1866,I called almost 100 times for flipkart team no one is solving the problem just they are asking me wait fir 24 to 48 hours i waited for almost one month i dont know what to do
1867,"Very much impressed by the service provided by @flipkart @flipkartsupport . This is the situation in Dimapur, the largest town in Nagaland.
#flipkart
#flipkartsupport https://t.co/hRGwBTUfab"
1868,"@Flipkart [Incident: IN20112315485148122887]
Resolve it at the earliest."
1869,@Flipkart I always knew that @amazon is d best. But during your big billion day sale @BigBillionDayss I bought Samsung the frame tv from flipkart. I want flipkart to answer my few questions 1. Why is this tv named the frame? 2. Does this come with a frame?
1870,Hi actually i ordered purifier from flipkart and i got a damaged product and flipkart team is not returning or replacing or refunding and this is rhe product which i got can anyone help me regarding this how to get it out from this @Techglares @Flipkart @flipkartsupport https://t.co/afSaAG0gze
1871,"@sandeep81070907 Also, we'd like to tell you, please do not reveal Flipkart account details here. You can just DM us by clicking the below link. ^MD (2/2) https://t.co/5DoqNu2BgV"
1872,"@arihant_j To ensure that your Flipkart account information is safe, please share the requested details via DM by clicking the below link. ^KJ (2/2) https://t.co/5DoqNu2BgV"
1873,RT @FlipkartStories: #TriviaTuesdays Answer 3: Yes! The correct answer is #Scapic. Find out how @Flipkart plans to use augmented reality to…
1874,"RT @rajnishkumar08: @flipkartsupport @Flipkart @flipkartsupport @walmartindia @Walmart @walmarthelp 
Kindly resolve this longer issue asap.…"
1875,RT @FlipkartStories: #TriviaTuesdays Answer 2: Correct! These home appliances are built #ForIndia and are available under @Flipkart's #MarQ…
1876,@Flipkart And where can we view the winners of this.  @flipkartsupport https://t.co/EUCGAjdsFe
1877,"@flipkartsupport I am not satisfied with your services,
1, not help out on the time
2, support team keep even touch with me and ask me to cancel and reorder, but no one give the solution
3, if not able deliver on the time as mentioned during order, then why flipkart mentioned the fast delivery"
1878,@Micromax__India @Flipkart How many mobiles have you sold in your 1st sale🤔?
1879,"@SureshGNayar To ensure that your Flipkart account information is safe, please share the requested details by clicking on the link below. ^MK (2/2) https://t.co/5DoqNukc8t"
1880,"@flipkartsupport @walmartindia @Flipkart @flipkartsupport @FlipkartW @FlipkartStories @WorkAtFlipkart @FlipkartVideo 
After Five days, not received satisfied resolution yet. Please close this  issue on priority basis."
1881,"@Damral1337 @Flipkart @FlipkartSellers @flipkartsupport @ConsumerCourt_ @consumercourtin @PMOIndia I understand your concern. However, if you are not aware of the situation, how can you put up such allegations? I have the complete unboxing video with me, how can that be a fraud? Simple thing is, unless and until a fraud happens with you, you don't believe that it can happen."
1882,@Flipkart Placed an order on 13th November which was supposed to be deliver on 26th November. But on the status tracker no update was being made (on packed and shipped processes) till I proactively asked about the status today (1/2)
1883,"RT @AvroFurniture: Keep your spine healthy with Roma chairs that has unique spine care design. 

Amazon: https://t.co/F8s5Wf1EiZ
Flipkart:…"
1884,"@Flipkart delivered the wrong product bought during Diwali sale and is now refusing to issue refund because they did not pick up the return on time.
@flipkartsupport is also unresponsive.
Very best customer experience.
#Flipkart"
1885,@flipkartsupport @Flipkart @SrBachchan My item is not picked. Why?
1886,"@Walmart @Flipkart Flipkart is totally unethical, didn't expected from you guys.. #fraud"
1887,"#Flipkart @Flipkart @amazon @ekartlogistics 
worst service..flipkart
still now not delivered... 
i ordered mobile on 8th nov for diwali
 its reached in my nearest hub, but stil now i not getting my product..

worst service from flipkart 
.. 
my product not delivered still now.. https://t.co/wjlwLA7Y3E"
1888,"@DilendraBadole Thanks for your interest in shopping with us. Please keep a watch on our website and app for further updates. To ensure that your Flipkart account information is safe, request you to reach us via DM by clicking the below link. ^DA  https://t.co/5DoqNukc8t"
1889,RT @TechnicalTmax: Yeh to hona hi tha...😃. #MicromaxInNote1 #Flipkart https://t.co/ps54MHPduK
1890,@Micromax__India @Flipkart when will new phone come
1891,@Micromax__India @Flipkart Great❤️
1892,"@Bhargav90251931 To ensure that your Flipkart account information is safe, please share the requested details by clicking on the link below. ^SJ (2/2) https://t.co/5DoqNu2BgV"
1893,"@FlipkartStories @Flipkart Got The 3rd Answer Right! ✔

#TriviaTuesdays"
1894,"@FlipkartStories @Flipkart Got The 2nd Answer Right! ✔

#TriviaTuesdays"
1895,"@Micromax__India A3) 3. https://t.co/2mN5PKT1k8 and Flipkart

#ContestAlert #INMobile #INForIndia @Micromax__India

@3Madhvi @indu0177 @ritesh_sinhal @AbhaAgr22161390 @hope13519 @sugarplum636"
1896,"Local Book Stores are gearing up to shelf Mind Stuck Quotes (Once in a lifetime book to overhaul your brain). Supplies are coming in. The book will be soon avaliable at your nearest book outlet for offline purchases.  Grab your copy on amazon, flipkart, shop.24by7publishing etc https://t.co/rPtJvCMVpa"
1897,"RT @Micromax__India: IN note 1 Contest Question 3:

Where will we be selling the IN note 1?

1. https://t.co/nj8aEENaG4
2. Flipkart
3. http…"
1898,@CMOfficeUP @myogiadityanath @Flipkart @navneetsehgal3 @ShishirGoUP #Flipkart also needs #PPEkit safety level
1899,@Flipkart sucks in all possible manner booked a 50k phone and received a defective piece they send a technician for a check up he came and without checking phone he closed the case Jeeves is just a brother of Flipkart nothing for nothing and now the replacement time is over 👇
1900,Realme Festive Days 2020 / Flipkart Big Billion Days - Don’t buy Wrong S... https://t.co/t80Ji5yCD8 via @YouTube
1901,"@MayurSo53219593 To ensure that your Flipkart account information is safe, request you to reach us via DM by clicking the below link. ^DA (2/2) https://t.co/5DoqNu2BgV"
1902,"Grocery Savings Pass - 3 Months (E-Mail Delivery Only) @ Re.1 Or Rs.49
https://t.co/sd3beaZbUt

#Grocery #Savings #Months #EMail #Delivery #on9deals #Flipkart #offer #online #India https://t.co/bjjOC1xjdg"
1903,@Flipkart @FlipkartVideo No Vivo Z1x in your stock. Wtf are u promoting it when u don't have it in stock?
1904,"@deepakgupta_775 To ensure that your Flipkart account information is safe, please share the requested details via DM by clicking the below link. ^KJ (2/2) https://t.co/5DoqNu2BgV"
1905,"@Flipkart have called many times but they saying that we are sorry , i have given payment in advance ,it was not cod , so kindly refund my amount with interest otherwise give me that phone on that given price"
1906,"@Flipkart , The baddest service .. here customer is responsible for their order , not the FLIPKART , i have ordered one smart phone on 20 oct '20, after 15-20 day they remeber that my order is still pending and on 13 nov they canceled my order without my permission"
1907,"As a first offence, Amazon has to pay a fine of Rs 25,000 within a week of receiving the notice, which was issued on Friday. @MugdhaCNBCTV18
https://t.co/X4VYJG2nPr"
1908,@nairsantosh7 @flipkartsupport Flipkart has become FLOPkart .. had bad bad experiences with them in the past ..!
1909,@Flipkart Order OD120075512263255000 delivered when my grandpa expired. Want to return 2 items but return validity is over. Pls help. 9422727899
1910,"@flipkartsupport @Flipkart @_Kalyan_K 
Now your support mail me same thing again n again
Why you need to connect to me???
When your team give solution 5 days ago"
1911,"@flipkartsupport According to ur recent call which was made 2 days back. it was clear that, u will mail me to cancel my previous order and i need to place a new order and the difference amount will b get credited into my account. so still how many days @Flipkart @flipkartsupport will take to mail"
1912,"@arunvnair_88 To ensure that your Flipkart account information is safe, request you to reach us via DM by clicking the below link. ^DA (2/2) https://t.co/5DoqNukc8t"
1913,"All the e-commerce websites still not stating the original country of origin of the products. Why?
@Flipkart @myntra @amazonIN @snapdeal  @narendramodi @consaff"
1914,"@Flipkart @flipkartsupport @_Kalyan_K 
What a good planing to torture a customer
First not deliver my mobile
2nd promise to price adjustments
3rd given price adjustments on 20 Nov and say max 48 hour will be credited
After 120 hour still saying we are try to connect with you... https://t.co/4NNPH08Z25"
1915,@Hetushah6 WHAT IS THE LOGIC!!! PARTS are not available!!! Seriously Jeeves?? I hope @Flipkart intervenes in this asap!
1916,@ChinmayDhumal @Flipkart So you collected 750+ coins 🤯
1917,"@flipkartsupport @Flipkart please improve your customer care services. I ordered product 2 months back and after lots of follow up &amp; complaint, at last today I rec'd wrong product and surprisingly it's not from seller, w/o bill, price tag, barcode...etc."
1918,@flipkartsupport @Flipkart After wonderful Support from Flipkart they called me and said to hold for some time I was waiting but they kept me 45 mins hold and then disconnected #same on your path @flipkartsupport ur disgusting support systems
1919,@Flipkart  When next. Sale??
1920,"Flipkart,if you can't handle customer care services then please shutdown your business. You people can't even imagine my current situation"
1921,"RT @DEEPAKK97005274: Ordered tv On 19 October got 
another tv and instead of replacement  account was blocked.Please resolve my issue Order…"
1922,RT @sejalkhokhani: Poorcustomercare#flipkart#unhappycustomer https://t.co/QnaaKjk6bF
1923,@JankiNarayanan Sorry to hear that. We’d definitely like to help you. Request you to contact Flipkart Travel Desk on 1800 258 3535 or email to travelhelp@flipkart.com for further assistance on this. Thank you for your understanding. ^PL https://t.co/5DoqNukc8t
1924,"Ordered tv On 19 October got 
another tv and instead of replacement  account was blocked.Please resolve my issue Orderr id OD219994664438624000.
@Flipkart"
1925,"After return the product, Flipkart is giving me my paid amount or refund in Gift voucher in their app's wallet. 
Sir, is it fair business? Is it not a fraud? Or scam? I will sure go in court for legal action. But I want to know, is BJP government supporting these type of company?"
1926,"Adilaxmi E-commerce Private Limited and Flipkart, they are doing big scam or fraud with customers. Adilaxmi E-commerce Private Limited sold me a mobile and gave me wrong invoice. When I complained the Flipkart about it, then they forced me to return the product."
1927,"@subnagrale @Flipkart now show 27,990 on black friday sale"
1928,@Micromax__India @Flipkart I have already pre ordered in 1b....but till now ...no any action on my ordered
1929,"@Dharame98881611 To ensure that your Flipkart account information is safe, please continue with the below link for further assistance. ^UR (2/2) https://t.co/AVMrxtQCnt"
1930,"@GovindD79419813 @Flipkart @FlipkartSellers @flipkartsupport @ConsumerCourt_ @consumercourtin @PMOIndia If this type of fraud is really happened then please visit nearest police station and if you are trying to fool flipkart my friend this is not possible because flipkart is very conscious about delivery fraud , they will never provide assistant or refund"
1931,"@_Kalyan_K @Flipkart @flipkartsupport 
where is my order,  i purchased #realme6 From #Flipkart b4 Diwali and still waiting for this. You guys cancelled it and blaming that is done by me. I notified  on each steps about the issue but u guys r still idle on this. Awaiting ur reply"
1932,@Flipkart still no solution by flipkart https://t.co/QeuUDEAnx4
1933,Flipkart approved my return request even then they aren't taking it back... Such poor service....never expected it from flipkart...#fraud_flipkart
1934,@flipkartsupport totally disgusted by Flipkart's service... they aren't accepting my return order ..from past ten days they r making fool of me... delivery boy picks up my ordr everytime nd then return it back to me saying ekart office isn't accepting it..
1935,@Flipkart Will meet in consumer court.
1936,@GovindD79419813 @Flipkart @FlipkartSellers @flipkartsupport @ConsumerCourt_ @consumercourtin @PMOIndia The phone is micromax canvas nitro A310 and this product is discontinued in 2015 and this type of mistake is not possible from company like flipkart this should be done by delivery boy or may be you are trying to do old method of fraud by making false allegation
1937,RT @Vish_Gyanu: @Flipkart tell me what use of plus membership when you not even try to understand my problem I have got a damange product .…
1938,@wildcrafttweet @Flipkart @myntra How jacket can be essential item plz return it https://t.co/3Sdv2i9RI5
1939,"@Rajkumarmahto10 @sugoirachit @Goutham__20 @Micromax__India @rahulsharma If it was flipkart and this happened , money would get refunded within week , I am not sure about reverse return process of micromax"
1940,"@Flipkart Chor hai,once you told me that you will initiate my refund. You cancelled it stating plz refer seller policy. Both of you are fraud, giving me defective piece of shit, I'm goona sue you flipkart."
1941,Thanks @myntra for being so amazing that u cant deliver the product since saturday. Sending me messages daily of delivery and taking feedback on it on daily basis. Screenshot attached. Thats a new low for ur services I guess. @Flipkart @amazon https://t.co/GDiekmCy0L
1942,"@DHIRAJY9216 Trust we have already clarified this. If there's anything else that you'd like us to help with, please let us know. ^AA https://t.co/Q75h9dMtcn"
1943,"@Swapnil41956198 Sorry to hear that. We understand your concern about the Flipkart account. However, we see that an SMS with the details of your concern has already been shared with your registered contact number 81******39. ^TG https://t.co/5DoqNukc8t"
1944,RT @amitk_1355: @chitreshvermani @Flipkart @amazonIN pathetic service by flipkart on electronic items
1945,RT @chitreshvermani: Regarding my order id OD219994664438624000 @Flipkart accepted to place the return request but the progress in the requ…
1946,RT @chitreshvermani: WTF is wrong with @Flipkart I order Tv on 19 Oct I got a used Tv of another brand. I placed a replacement request. #fl…
1947,"POCO M3 Launched Globally

Price:-
4+64GB - $149 (~ INR 11,000 )
4+128GB - $169 ( ~ INR 12,500 )

Note: It will be available during Flipkart Black Friday Sale in India.
#Poco #PocoM3 #Flipkart #BlackFriday #BlackFridaySale #TechSaala https://t.co/4q5HKxTB5W"
1948,"Dear @flipkartsupport &amp; @Flipkart your engineers visited my mobile phone for Poco x3 today, please do my replacement by 10 pm tomorrow, at 11pm tomorrow. I am going to my home town on 26th November before please my replacement on 26 november 10 pm please solve my problem https://t.co/qAwgxjnseN"
1949,"@flipkartsupport Flipkart's customer care had promised me that the account would be opened on November 25, but they did not fulfill it. These people do not keep their word that it is a very useless service. Even after 1 month, these problems are solved. No, useless service"
1950,"RT @TechnologyJock: https://t.co/9INgasCzjO
Well played, @Flipkart"
1951,"@flipkartsupport @SamsungIndia @SamsungMobile @flipkartsupport @Flipkart @amazon @JeffBezos @binnybansal finally flipkart found an innovative idea in resolving my ticket.  ""desi initiative"" indeed! Refund cancelled and replacement cancelled. Kudos to the entire team. https://t.co/n0vxi8yAAZ"
1952,"@flipkartsupport @Xiaomi #sachinbansal #binnybansal #leijun #linbin Flipkart's customer care had promised me that the account would be opened on November 25, but they did not fulfill it. These people do not keep their word that it is a very useless service."
1953,"The Golden Bird 2.0 is a must read! Now available in Amazon, Flipkart, Odyssey and Oxford! Grab your copy today. (Link in bio)
.
.
.
#thegoldenbird #books
#bookstagram #indianeconomy #aatmanirbhar #indiaahead #transformindia https://t.co/QJUD9m8phA"
1954,@varyani_sagar @Flipkart Auction ho jani chaiyea itnkie product &amp; SEBI should penalty them 😅
1955,@Micromax__India @Flipkart How to purchase this
1956,Dear Sir i am tweeting you again. Flipkart is not solving my problem which is under policy.I hv raised complaint 5 times but they don't do anything regards my problem .They just assinge a technician who never come to me.Everytime he reject my phone's  return request .Help me sir https://t.co/rqCG0U6W4R
1957,"@kujur_official Also, we'd like to tell you, please do not reveal Flipkart account details here. You can just DM us by clicking the below link. ^MD (2/2) https://t.co/5DoqNu2BgV"
1958,"Since 20 days listings are restricted in orders, due to shortage of manpower at Flipkart's hub, but on the pickup sheet we can see seller's processing 100+ orders daily, why is the unjust practice being done, and if not why unjust practice? @Flipkart @FlipkartSellers @_Kalyan_K"
1959,"@flipkartsupport @flipkartsupport @Flipkart 

Can you tell me what did your specialist address and whom he spoke to?

I'm wondering how can he resolve the issue by phone. you mean to say that my order is delivered via phone itself. I hope you are able to see the status in the below screen-shot https://t.co/1xReDDi4Cu"
1960,"Dear flipkart.
As per continuous followup with you still issue is not resolved.
After every call you won't forget to ask about feed back from customer even issue is still pending you have to work on solutions not on customer ratings. https://t.co/jQcu4L3YDL
@Flipkart"
1961,"@pankaj8904 To ensure that your Flipkart account information is safe, request you to reach us via DM by clicking the below link. ^DA (2/2) https://t.co/5DoqNu2BgV"
1962,@CMOfficeUP @myogiadityanath @Flipkart @navneetsehgal3 @ShishirGoUP Good Job
1963,"@Flipkart 
Are you really working on time machine.
@flipkartsupport . https://t.co/shETxuKvRi"
1964,"@FlipkartVideo @flipkartsupport i faced one issue
That
I pause ⏸️ during running this episode
bUt the issue is
After five minutes it's resume⏯️ 
I back after 10 minutes from my work it's continued and reach at yesterday's episode

@Flipkart @FlipkartVideo @flipkartsupport PLZ solve this problem"
1965,"RT @BollySpy: TV actors #KaranKundra and #ParasChabbra recently expressed their views on the #MeToo movement in India | #RashamiDesai 

@kk…"
1966,"@flipkartsupport Flipkart's customer care had promised me that the account would be opened on November 25, but they did not fulfill it. These people do not keep their word that it is a very useless service. Even after 1 month, these problems are solved. No, useless service"
1967,"@_Kalyan_K
Yes, I have bad experience with flipkart..I was never expecting this from flipkart..No support and resolution till now eventhough I have sent multiple e-mail to cs-head@flipkart.com"
1968,"@sunilram_ To ensure that your Flipkart account information is safe, please share the requested details via DM by clicking the below link. ^KJ (2/2) https://t.co/5DoqNukc8t"
1969,@IndiaPOCO Do you plan to re-stock poco x3 Shadow grey 64gb variant on flipkart anytime soon?
1970,"@Flipkart @flipkartsupport OD120135393428563000
Incident I'd IN20112418142747265065
Haven't got 2nd time payment(for same order) refund, still flipkart saying refund alrdy provided https://t.co/2JXWQo8tIv"
1971,Flipkart should tell me why I only returned 19999 in place of 20099.Isn't it robbed by flipkart? https://t.co/VFwHO05EZs
1972,@Flipkart Lootera @Flipkart
1973,"Tried returns on Amazon &amp; Flipkart...

1.Flipkart kept cancelling the returns (4 times to be exact ).
2. Amazon approves the return on the first request."
1974,RT @emanikanta321: @_Kalyan_K @Flipkart @FlipkartW @walmartindia @BestPriceWMT Dear @_Kalyan_K  I'm very tensed.  How many days should I wa…
1975,"@Flipkart I bought a shoes it looks good 
when i started walking about 15 to 20 minutes it’s cause pain in my foot so i decided to return the shoes but your man reject the shoes because of little dust in sole that is easily clean by brush so now what can i do its clean."
1976,"@Flipkart @flipkartsupport @delhivery @help_delhivery 
Please support  and take action 
Address - Machhalishahar , District-Jaunpur. state- UP. Pin 222143 https://t.co/WXe6c44k0f"
1977,"@Flipkart @flipkartsupport  sending me automated response that is not related and getting same since posted the message.
@Flipkart looting money is not good idea .
Please support customer without customer you are zero.
Think in this way"
1978,"@RahulPadalia Twitter being a social media platform to ensure that your Flipkart account information is safe, please message us in DM by clicking on the link below. ^SO (2/2) https://t.co/5DoqNukc8t"
1979,@Micromax__India @Flipkart Nice mobile In1 bi &amp; in note 1
1980,@Flipkart Flipkart should tell me why I only returned 19999 in place of 20099.Isn't it robbed by flipkart?? @DeptConsumerAff @nch14404 @jagograhakjago https://t.co/sVZiM7t1dh
1981,"@AdwitiyaParth To ensure that your Flipkart account information is safe, please start a private message with us by clicking on the link below. ^JR (2/2) https://t.co/5DoqNukc8t"
1982,"@Flipkart  .. Must say i did a mistake buying a Flipkart promoted Brand ""Marq"" ..
Disgusting item which stopped working within 12 days of delivery. Moreover there was no response over e-mail or call from your so called Brand company.
I am expecting a replacement on urgent basis!"
1983,"Great Offer :- Search Tanishka Exports on https://t.co/hgKrL35MSf for more attractive product for cheap rate.

Cash On Delivery available

15 Days Return &amp; Refund Policy available https://t.co/y8g8zEiOV4"
1984,"What i ordered and what i received.
Its ridiculous. 😡😡😡
Please arrange for pick up earliest. This type of service is not acceptable at all. Flipkart is become worst day by day...!!!! @Flipkart  @flipkartsupport https://t.co/d5YfPoNyxH"
1985,"@Flipkart @FlipkartVideo @Riteishd @geneliad  stop promoting Flipkart.. they are chor. They hold customer money for a month and then refund same amount after cancelling order that too without any prior communication to customer, a great way to manage working capital. Pfb details https://t.co/CgubVPsY5W"
1986,"Great Offer :- Search Tanishka Exports on https://t.co/hgKrL35MSf for more attractive product for cheap rate.

Cash On Delivery available

15 Days Return &amp; Refund Policy available https://t.co/pTfLgPxCNk"
1987,@Samuel2497 @Flipkart @GoogleIndia @madebygoogle Yes this seller is a scam! I tried buying it 5 times and they cannot ship to any pincode all over india
1988,"It's 24 hours passed as per @snapdeal @Snapdeal_Help communication. Still no action on the ground, all routine replies. When will you take up my issue @snapdeal ?? Your grievance redressal system is way below the mark compared to @amazonIN @Flipkart https://t.co/NWVXBz2HcU https://t.co/yITm1du9CZ"
1989,@flipkartsupport @Flipkart @flipkartsupport 25th Nov is also over. do you realise how incorrect your update is? Can i get the correct update?
1990,"Great Offer :- Search Tanishka Exports on https://t.co/hgKrL35MSf for more attractive product for cheap rate.

Cash On Delivery available

15 Days Return &amp; Refund Policy available https://t.co/WkoMzBPqOb"
1991,@flipkartsupport our third return request was rejected today without any technician visit. @_Kalyan_K how does anyone get your attention to the quality of customer support being provided by your team? @Flipkart
1992,"@Flipkart @flipkartsupport 
Order ID-OD120123470696217000
This time Flipkart have cross there limits.
By Providing the FAKE product they also proof that they also give us FAKE Promises.
Thank you @Flipkart for showing your True Color.
""Worst Online Shopping store Ever"""
1993,@Flipkart Wosrt shopping experience ever Had with @Flipkart
1994,"@flipkartsupport It will take year to update where is product ?
ZERO customer service and support.
@Flipkart your customer service is Pathetic"
1995,@Flipkart Once u get some free time help me with status for below orders..i placed them on 17th oct https://t.co/4gkhhiiKqY
1996,"Great Offer :- Search Tanishka Exports on https://t.co/hgKrL35MSf for more attractive product for cheap rate.

Cash On Delivery available

15 Days Return &amp; Refund Policy available https://t.co/5lNJeVbv26"
1997,@kolpyaka @Flipkart @flipkartsupport look into this please
