,tweets
576,"https://t.co/miiWtqoYXw

Women's Cultch,   Design-1319

Rs. 349

Our brands   believes to provide the good quality products to our customer so that   customer will get satisfaction as they want. Our first priority is to provide   the maximum satisfacion to our customers. https://t.co/9Mvz2JTtco"
577,"https://t.co/HUn6kji4aj

Women's Clutch,   Design-1318

Rs.. 349

Our brands   believes to provide the good quality products to our customer so that   customer will get satisfaction as they want. Our first priority is to provide   the maximum satisfacion to our customers. https://t.co/Hq8QALem7G"
578,"https://t.co/3FsYCaWUrA

Women's Clutch,   Design-1316

Rs. 399

Our brands   believes to provide the good quality products to our customer so that   customer will get satisfaction as they want. Our first priority is to provide   the maximum satisfacion to our customers. https://t.co/aQUPMOG1yS"
579,"https://t.co/V0bzUg49I4

Women's Clutch,   Design-1315

Rs. 399

Our brands   believes to provide the good quality products to our customer so that   customer will get satisfaction as they want. Our first priority is to provide   the maximum satisfacion to our customers. https://t.co/m58Kl9Jw1q"
580,"https://t.co/sbg2zW9x5S

Women's Clutch,   Design-1314

Rs. 399

Our brands   believes to provide the good quality products to our customer so that   customer will get satisfaction as they want. Our first priority is to provide   the maximum satisfacion to our customers. https://t.co/jxDVXRXggw"
581,"https://t.co/OsRC4XnqNj

Women's Clutch,   Design-1313

Rs. 399

Our brands   believes to provide the good quality products to our customer so that   customer will get satisfaction as they want. Our first priority is to provide   the maximum satisfacion to our customers. https://t.co/2EsLYymgRX"
582,"https://t.co/xrj0L5wPVv

Women's   Clutch,Design-1311

Rs. 399

Our brands   believes to provide the good quality products to our customer so that   customer will get satisfaction as they want. Our first priority is to provide   the maximum satisfacion to our customers. https://t.co/VqrPQKxtzO"
583,"https://t.co/HmYFQipLm1

Women's Clutch,   Design-109

Rs. 199

Our brands   believes to provide the good quality products to our customer so that   customer will get satisfaction as they want. Our first priority is to provide   the maximum satisfacion to our customers. https://t.co/ZrklkZrk2G"
584,"https://t.co/VVuBBSQtzA

Women's Clutch,   Design-1308

Rs. 199

Our brands   believes to provide the good quality products to our customer so that   customer will get satisfaction as they want. Our first priority is to provide   the maximum satisfacion to our customers. https://t.co/ua8jPjgYuH"
585,"https://t.co/427zWsyQrO

Women's Clutch,   Design-1307

Rs. 199

Our brands   believes to provide the good quality products to our customer so that   customer will get satisfaction as they want. Our first priority is to provide   the maximum satisfacion to our customers. https://t.co/IkOCkG0ncU"
586,"9/n 

As you can see the binge reading did not go as planned! Nonetheless, here is another good piece!

""Clearly, Bahl has no intention of letting go. And he is only getting ready to tussle it out.""

https://t.co/vgXsZI7Hiu"
587,"https://t.co/56oi6xfcL8

Women's Clutch,   Design-1306

Rs. 199

Our brands   believes to provide the good quality products to our customer so that   customer will get satisfaction as they want. Our first priority is to provide   the maximum satisfacion to our customers. https://t.co/9KXFamhJhh"
588,"https://t.co/2YgYMUeVkj

Women's Clutch,   Design 1305

Rs. 199

Our brands   believes to provide the good quality products to our customer so that   customer will get satisfaction as they want. Our first priority is to provide   the maximum satisfacion to our customers. https://t.co/IJWaTKgAKI"
589,"https://t.co/xoScYtE5uV

Handicraft Party   Wear Embroidered Box Clutch

Rs. 399

Our brands   believes to provide the good quality products to our customer so that   customer will get satisfaction as they want. Our first priority is to provide   the maximum https://t.co/uuBymvBjDd"
590,"https://t.co/UwBJmTrSMH

Women's &amp; Girls   Sling Bag, Pack of 1

Rs. 349

Our brands   believes to provide the good quality products to our customer so that   customer will get satisfaction as they want. Our first priority is to provide   the maximum satisfacion to our customers. https://t.co/jFjBBTeSA6"
591,"https://t.co/NJ9aCFEOpO

Ladies &amp; Girl's   Sling Bag, Pack of 1

Rs. 349

Our brands   believes to provide the good quality products to our customer so that   customer will get satisfaction as they want. Our first priority is to provide   the maximum satisfacion to our customers. https://t.co/SNn1Sol14T"
592,"https://t.co/O9drPOL0DP

Ganesha Idol   Playing Sitar , 1 Pcs

Rs. 399

Our   brands believes to provide the good quality products to our customer so that   customer will get satisfaction as they want. Our first priority is to provide   the maximum satisfacion to our customers. https://t.co/O00i93MYdr"
593,"https://t.co/OnZYKSk4E3

Ganesha Idol   Playing Sitar , 1 Pcs

Rs. 399

Our   brands believes to provide the good quality products to our customer so that   customer will get satisfaction as they want. Our first priority is to provide   the maximum satisfacion to our customers. https://t.co/LG2jzkXQNW"
594,"https://t.co/oY4tg4l0lO

Ganesha Playing   Harmonium Brass

Rs. 399

Our   brands believes to provide the good quality products to our customer so that   customer will get satisfaction as they want. Our first priority is to provide   the maximum satisfacion to our customers. https://t.co/8YyaImBgB9"
595,"https://t.co/RLltu0xOj8

Hand Carved God   Ganesha Resin Idol Sculpture Statue

Rs. 699

Our   brands believes to provide the good quality products to our customer so that   customer will get satisfaction as they want. Our first priority is to provide   the maximum https://t.co/iM1k0IUdRv"
596,"https://t.co/Y7HECWJC1c

Hand Carved God   Ganesha Resin Idol Sculpture Statue

Rs. 699

Our   brands believes to provide the good quality products to our customer so that   customer will get satisfaction as they want. Our first priority is to provide   the maximum https://t.co/2MvhX8cQFt"
597,"https://t.co/NQjroj66an

📷   Hand Carved God     Ganesha Resin Idol Sculpture Statue

Rs. 699

Our   brands believes to provide the good quality products to our customer so that   customer will get satisfaction as they want. Our first priority is to provide   the maximum https://t.co/Xuq2AZl4l9"
598,"https://t.co/G1Nhr3m3MY

Hand Carved God   Ganesha Resin Idol Sculpture Statue

Rs. 699

Our   brands believes to provide the good quality products to our customer so that   customer will get satisfaction as they want. Our first priority is to provide   the maximum https://t.co/9IdwG3WxBv"
599,"https://t.co/eVyeFd1Sor

Sri Dhan Laxmi   -Kuber Bhandari Yantra

Rs. 299

Our   brands believes to provide the good quality products to our customer so that   customer will get satisfaction as they want. Our first priority is to provide   the maximum satisfacion to our customers https://t.co/xNt2uiYFF7"
600,"https://t.co/vIFrCMvTlT

📷   Laxmi Ganesha     Idols for Diwali Puja

Rs. 399

Our   brands believes to provide the good quality products to our customer so that   customer will get satisfaction as they want. Our first priority is to provide   the maximum https://t.co/lxnXNsVojm"
601,"https://t.co/bKvuCdgVoA

Religious Laxmi   Ganesha Idols for Diwali Puja

Rs. 399

Our   brands believes to provide the good quality products to our customer so that   customer will get satisfaction as they want. Our first priority is to provide   the maximum https://t.co/7mUWMF6q9k"
602,"https://t.co/aS1jeIKic6

Office Puja Room   Religious god Idol Shiva Lingam 4 Inch

Rs. 299

Our   brands believes to provide the good quality products to our customer so that   customer will get satisfaction as they want. Our first priority is to provide   the maximum https://t.co/QIrA6ZLmED"
603,"https://t.co/bMbS7RaqNd

Religious Laxmi   Ganesha Idols for Diwali Puja/Worship/Decor/Positivity

Rs. 399

Our   brands believes to provide the good quality products to our customer so that   customer will get satisfaction as they want. Our first priority is to provide https://t.co/DA6IWJs430"
604,"https://t.co/WEG9JT0WxM

Paris Oudh Attar   Roll On Perfume (8 ML)

Rs. 299

Our brands believe   to provide the good quality products to our customer so that customer will   get satisfaction as they want. Our first priority is to provide the maximum https://t.co/kX0G8oNHjx"
605,"https://t.co/CmnmIXQ0UP

Magnet Attar Roll   On Perfume (8 ML)

Rs. 299

Our brands believe   to provide the good quality products to our customer so that customer will   get satisfaction as they want. Our first priority is to provide the maximum   satisfaction to our customers. https://t.co/XdcQbgU2Is"
606,"https://t.co/b0zJBDgEb8

Z-Plus Attar Roll   On Perfume (8 ML)

Rs. 299

Our brands believe   to provide the good quality products to our customer so that customer will   get satisfaction as they want. Our first priority is to provide the maximum   satisfaction to our customers. https://t.co/yIufs2c42T"
607,"https://t.co/5GsH2MzqIQ
Attar Roll On   Perfume (8 ML)

Rs. 299

Our brands believe   to provide the good quality products to our customer so that customer will   get satisfaction as they want. Our first priority is to provide the maximum   satisfaction to our customers. https://t.co/NoT76UkP21"
608,"Other online competitors were Fabfurnisha and Snapdeal. The only way to win between 2014-2017 must have been, obliteration of the online market share in their favor."
609,"https://t.co/waPE9wJZ7W

XTREME Attar Roll   On Perfume (8 ML)

Rs. 299

Our brands believe   to provide the good quality products to our customer so that customer will   get satisfaction as they want. Our first priority is to provide the maximum   satisfaction to our customers. https://t.co/4dhhNx4gL2"
610,"https://t.co/N1gG7qxFHU

AI- Raheel -Attar   Roll On Perfume (8 ML)

Rs. 299

Our brands believe   to provide the good quality products to our customer so that customer will   get satisfaction as they want. Our first priority is to provide the maximum https://t.co/gmL4doSmf6"
611,@ITCCorpCom  ITC ...Dont follow SNAPDEAL and Bollywood footsteps...they are doomed...INDIANS Have disowned them..you want to be one of them..remove the AD and apologise ..Till then no products of ITC for us.. !!
612,@minisingh1990 @anuragsinha1992 @ITCCorpCom @BingoSnacks ITC ...Dont follow SNAPDEAL and Bollywood footsteps...they are doomed...INDIANS Have disowned them..you want to be one of them..remove the AD and apologise ..Till then no products of ITC for us.. !!
613,"https://t.co/U3gVt8Ghnu

Rooh -E - Gulab   Attar Roll On Perfume (8 ML)

Rs. 299

Our brands believe   to provide the good quality products to our customer so that customer will   get satisfaction as they want. Our first priority is to provide the maximum https://t.co/8Nv7WueDFR"
614,"https://t.co/2rt2fhEyxN

MajMua Attar Roll   On Perfume (8 ML)
Rs. 299

Our brands believe   to provide the good quality products to our customer so that customer will   get satisfaction as they want. Our first priority is to provide the maximum   satisfaction to our customers. https://t.co/HXQYtuXQEG"
615,"https://t.co/7CVBLqiSNw

Muse Flower Attar   Roll On Perfume (8 ML)

Rs. 299

Our brands believe   to provide the good quality products to our customer so that customer will   get satisfaction as they want. https://t.co/Ikpd9CNEsA"
616,"https://t.co/dF6qGZCP4V
Silk Attar Roll On   Perfume (8 ML)
Rs. 299
Our brands believe   to provide the good quality products to our customer so that customer will   get satisfaction as they want. Our first priority is to provide the maximum   satisfaction to our customers. https://t.co/1BfQkawUE4"
617,"RT @zunpulse: Build yourself a smart home with easy-to-install zunpulse smart devices and indulge in a comfortable and lavish life.

Grab y…"
618,"https://t.co/yHz9yXBOTG

5 Inch Tortoise   Glass Pipe,Pack of 1,Green

Rs. 399

Our brands believes   to provide the good quality products to our customer so that customer will   get satisfaction as they want. https://t.co/ABndWhni3C"
619,"https://t.co/V5fh0yBdnS

4 inch stripe glass   pipe

Rs. 399

Our brands believes   to provide the good quality products to our customer so that customer will   get satisfaction as they want. Our first priority is to provide the maximum   satisfacion to our customers. https://t.co/5ej07O9pZU"
620,"@CitizenAndhra @Blackholesun112 @zomatocare @ReallySwara @zomatoin @zomato @deepigoyal @Republic_Bharat Lol... You are comparing @zomatoin with @snapdeal ???
How can you compare an apple with an orange?? 
And please explain, what's wrong Zomato has done?"
621,"Build yourself a smart home with easy-to-install zunpulse smart devices and indulge in a comfortable and lavish life.

Grab your #zunpulse smart home automation devices at Amazon, Flipkart or Snapdeal TODAY!
#smarthome #hometech #IoT #technology #smartdevices https://t.co/N8gxU6AOZa"
622,"https://t.co/h6wsGeqR4b

4 inch glass pipe

Rs. 299

Our brands believes   to provide the good quality products to our customer so that customer will   get satisfaction as they want. Our first priority is to provide the maximum   satisfacion to our customers. https://t.co/4MXROzzFrZ"
623,"https://t.co/C9pvSawRVp

4 inch twisting   pipe

Rs. 299

Our brands believes   to provide the good quality products to our customer so that customer will   get satisfaction as they want. Our first priority is to provide the maximum   satisfacion to our customers. https://t.co/AUg9Asrqi6"
624,"https://t.co/wRCFCUEnAa

4 inch glas pipe

Rs. 299

Our brands believes   to provide the good quality products to our customer so that customer will   get satisfaction as they want. Our first priority is to provide the maximum   satisfacion to our customers. https://t.co/HJ4nSOILV4"
625,"https://t.co/dCx7vkpw75

4 inch dot pipe

Rs. 299

Our brands believes   to provide the good quality products to our customer so that customer will   get satisfaction as they want. Our first priority is to provide the maximum   satisfacion to our customers. https://t.co/ePPvv3XCDQ"
626,"https://t.co/diOoKRw2HE

4 inch hevy glass   pipe

Rs. 299

Our brands believes   to provide the good quality products to our customer so that customer will   get satisfaction as they want. Our first priority is to provide the maximum   satisfacion to our customers. https://t.co/gs6H2X7K6i"
627,"https://t.co/PkC1z89GSM

4 inch heavy glass   pipe

Rs. 399

Our brands believes   to provide the good quality products to our customer so that customer will   get satisfaction as they want. Our first priority is to provide the maximum   satisfacion to our customers. https://t.co/CmriHho0JT"
628,"https://t.co/sgNFnEUwXf

4 inch silver fume   twist pipe

Rs. 599

Our brands believes   to provide the good quality products to our customer so that customer will   get satisfaction as they want. Our first priority is to provide the maximum   satisfacion to our customers. https://t.co/0Ndh2r5C2E"
629,"Best Ayurvedic Medicine, available on medical stores and online on snapdeal https://t.co/kNe1EhwVbG"
630,"https://t.co/Efwh0cGo0w

4 inch heavy flit   pipe

Rs. 499

Our brands believes   to provide the good quality products to our customer so that customer will   get satisfaction as they want. Our first priority is to provide the maximum   satisfacion to our customers. https://t.co/Q2KSp6PGHY"
631,"https://t.co/zcjkvSKmCw

Artistic shroom   pipe

Rs. 399

Our brands believes   to provide the good quality products to our customer so that customer will   get satisfaction as they want. Our first priority is to provide the maximum   satisfacion to our customers. https://t.co/VXY4IG81z7"
632,"https://t.co/TJG7citPLW

Artistic Shroom   Pipe

Rs. 299

Our brands believes   to provide the good quality products to our customer so that customer will   get satisfaction as they want. Our first priority is to provide the maximum   satisfacion to our customers. https://t.co/4zg7x3Q5Wk"
633,"https://t.co/kgRuRbWXr2

4 inch   twisting pipe

Rs. 399

Our brands believes   to provide the good quality products to our customer so that customer will   get satisfaction as they want. Our first priority is to provide the maximum   satisfacion to our customers. https://t.co/XREKNHkUjs"
634,"https://t.co/DYBw3LX3gJ

4 Inch Flit Pipe

Rs. 299

Our brands believes   to provide the good quality products to our customer so that customer will   get satisfaction as they want. Our first priority is to provide the maximum   satisfacion to our customers. https://t.co/jwfeJZbBWC"
635,"https://t.co/Q0LCTGglZ7

4 inch twisting   pipe

Rs. 399

Our brands believes   to provide the good quality products to our customer so that customer will   get satisfaction as they want. Our first priority is to provide the maximum   satisfacion to our customers. https://t.co/4D2haO80pZ"
636,"https://t.co/hiOmwM8OWm

4 Inch Twist Pipe

Rs. 299

Our brands believes   to provide the good quality products to our customer so that customer will   get satisfaction as they want. Our first priority is to provide the maximum   satisfacion to our customers. https://t.co/Bi4KjW5Hzd"
637,"https://t.co/VMTt4y0DhJ

4 inch silver fume   dot pipe

Rs. 299

Our brands believes   to provide the good quality products to our customer so that customer will   get satisfaction as they want. Our first priority is to provide the maximum   satisfacion to our customers. https://t.co/bDtrsviU9n"
638,"https://t.co/tM2IsjevyR

6 Inch Bubbler

Rs. 399

Our brands believes   to provide the good quality products to our customer so that customer will   get satisfaction as they want. Our first priority is to provide the maximum   satisfacion to our customers. https://t.co/cCXPmmjLe8"
639,"@Snapdeal_Help Thank you, but pls reply how come our data is leaked to these gentlemen????"
640,"https://t.co/aTy7dPOu7M

Elephant Glass pipe

Rs. 599

Our brands believes   to provide the good quality products to our customer so that customer will   get satisfaction as they want. Our first priority is to provide the maximum   satisfacion to our customers. https://t.co/cwWWKFyRJu"
641,"https://t.co/YZEp2z84om

elephant shape   twisting glass pipe

Rs. 599

Our brands believes   to provide the good quality products to our customer so that customer will   get satisfaction as they want. Our first priority is to provide the maximum   satisfacion to our customers. https://t.co/ew7HNg5Kk9"
642,"https://t.co/ysQuVlDaSj

Crocodile shape   glass pipe

Rs. 599

Our brands believes   to provide the good quality products to our customer so that customer will   get satisfaction as they want. Our first priority is to provide the maximum   satisfacion to our customers. https://t.co/eqJorbxJNe"
643,"https://t.co/Gr6hWxkNQq

Elephant Shape pipe

Rs. 499

Our brands believes   to provide the good quality products to our customer so that customer will   get satisfaction as they want. Our first priority is to provide the maximum   satisfacion to our customers. https://t.co/GcuEfSgjlp"
644,"https://t.co/Wlo7s22aGV

4 inch Frog Pipe

Rs. 299

Our brands believes   to provide the good quality products to our customer so that customer will   get satisfaction as they want. Our first priority is to provide the maximum   satisfacion to our customers. https://t.co/MTUZRs7zTi"
645,"https://t.co/mbog74uHwY

8 inch Bend Bong

Rs. 399

Our brands believes   to provide the good quality products to our customer so that customer will   get satisfaction as they want. Our first priority is to provide the maximum   satisfacion to our customers. https://t.co/ouiuXH8Af7"
646,"https://t.co/T5ZU1NqN0L

4 Inch Black Eye   Pipe

Rs. 399

Our brands believes   to provide the good quality products to our customer so that customer will   get satisfaction as they want. Our first priority is to provide the maximum   satisfacion to our customers. https://t.co/mFW4LqfDKa"
647,"https://t.co/CIoGP2bM5Z

4 inch BB glass   pipe

Rs. 299

Our brands believes   to provide the good quality products to our customer so that customer will   get satisfaction as they want. Our first priority is to provide the maximum   satisfacion to our customers. https://t.co/6HPO5ucsk9"
648,"@delhivery Delivery Courier Doing Frod With Me.Delivarey person when delevare my parcel it is totally open (box is open)
That's is very samefull for delivery courier. @Flipkart @snapdeal @amazonIN @myntra @paytmmall https://t.co/921DBC2qFR"
649,"https://t.co/sNI5f3RsaJ

4 inch BB glass   pipe

Rs. 299

Our brands believes   to provide the good quality products to our customer so that customer will   get satisfaction as they want. Our first priority is to provide the maximum   satisfacion to our customers. https://t.co/xXxRCedPQD"
650,"https://t.co/HtEeZWB6Nm

📷   4 inchglass pipe

Rs. 359

Our brands believes   to provide the good quality products to our customer so that customer will   get satisfaction as they want. Our first priority is to provide the maximum   satisfacion to our customers. https://t.co/JoYG9z3bRA"
651,"https://t.co/rB4ob3u67C

Flit 4 inch glass   pipe

Rs. 389

Our brands believes   to provide the good quality products to our customer so that customer will   get satisfaction as they want. Our first priority is to provide the maximum   satisfacion to our customers. https://t.co/RiSEKNxymm"
652,"https://t.co/hWDR56tKGA

4 inchflit glass   pipe

Rs. 299

Our brands believes   to provide the good quality products to our customer so that customer will   get satisfaction as they want. Our first priority is to provide the maximum   satisfacion to our customers. https://t.co/zncwOEYEDB"
653,"https://t.co/xbkQswyrUI

Sherlock 5 inch   glass pipe

Rs. 389

Our brands believes   to provide the good quality products to our customer so that customer will   get satisfaction as they want. Our first priority is to provide the maximum   satisfacion to our customers. https://t.co/3crgH7iP8p"
654,"https://t.co/gisGQ4g3ks

Artistic 4 inch   glass pipe

Rs. 389

Our brands believes   to provide the good quality products to our customer so that customer will   get satisfaction as they want. Our first priority is to provide the maximum   satisfacion to our customers. https://t.co/hwvqJmcXld"
655,"https://t.co/LVWlk2e70n

4 inch flit glass   pipe

Rs. 299

Our brands believes   to provide the good quality products to our customer so that customer will   get satisfaction as they want. Our first priority is to provide the maximum   satisfacion to our customers. https://t.co/fEefhJncm3"
656,"https://t.co/tX5LWWLZJW

Artistic 4 inch   glass pipe

Rs. 389

Our brands believes   to provide the good quality products to our customer so that customer will   get satisfaction as they want. Our first priority is to provide the maximum   satisfacion to our customers. https://t.co/SJdCNrwODh"
657,"https://t.co/XycAG0C0Uf

Flit 4 inch glass   pipe

Rs. 359

Our brands believes   to provide the good quality products to our customer so that customer will   get satisfaction as they want. Our first priority is to provide the maximum   satisfacion to our customers. https://t.co/sOxXxM966t"
658,"https://t.co/ZIYeftIg8P

4 inch flit glass   pipe

Rs. 299

Our brands believes   to provide the good quality products to our customer so that customer will   get satisfaction as they want. Our first priority is to provide the maximum   satisfacion to our customers. https://t.co/KZZTxwJKub"
659,@pkesh2004 We're working to get this issue resolved on priority. Appreciate your patience. Thanks! Sam
660,Rem. No. 05 @snapdeal  The refund is still awaited for a prepaid consignment undelivered  &amp; cancelled. Very disgusting. @snapdeal definitely needs a thorough  overhauling in total. 8178082002.
661,"https://t.co/7JEdbdvt4E

📷   Flit 4 inch glass     pipe

Rs. 389

Our brands believes   to provide the good quality products to our customer so that customer will   get satisfaction as they want. Our first priority is to provide the maximum   satisfacion to our customers. https://t.co/LH4kVhiEQD"
662,"https://t.co/DaQ3JKvewq

4 inch flit glass   pipe

Rs. 299

Our brands believes   to provide the good quality products to our customer so that customer will   get satisfaction as they want. Our first priority is to provide the maximum   satisfacion to our customers. https://t.co/ZVFbk78iHB"
663,"https://t.co/quIaKSjNjm

📷   Artistic 4 inch     glass pipe

Rs. 389

Our brands believes   to provide the good quality products to our customer so that customer will   get satisfaction as they want. Our first priority is to provide the maximum   satisfacion to our customers. https://t.co/r70w6TIwGQ"
664,"https://t.co/xuYPhzilHW

Artistic 4 inch

Rs. 389

Our brands believes   to provide the good quality products to our customer so that customer will   get satisfaction as they want. Our first priority is to provide the maximum   satisfacion to our customers. https://t.co/PFM2XqI7h3"
665,"https://t.co/HKUl3A6zbp

Artistic 4 inch   glass pipe

Rs. 389

Our brands believes   to provide the good quality products to our customer so that customer will   get satisfaction as they want. Our first priority is to provide the maximum   satisfacion to our customers. https://t.co/AU561YChSt"
666,"https://t.co/T9ecZVGEQA

Twist 4 glass pipe

Rs. 349

Our brands believes   to provide the good quality products to our customer so that customer will   get satisfaction as they want. Our first priority is to provide the maximum   satisfacion to our customers. https://t.co/wKX7WwdBgu"
667,"https://t.co/VSvowLiM7i

Flit 4 inch glass   pipe

Rs. 389

Our brands believes   to provide the good quality products to our customer so that customer will   get satisfaction as they want. Our first priority is to provide the maximum   satisfacion to our customers. https://t.co/92qzHwBDxc"
668,"https://t.co/SLIY7Vvaqd

Twist 4 inch glass   pipe

Rs. 389

Our brands believes   to provide the good quality products to our customer so that customer will   get satisfaction as they want. Our first priority is to provide the maximum   satisfacion to our customers. https://t.co/j09En6Nq4c"
669,"https://t.co/HCf3aTBJml

📷   Flit 4 Inch Glass     Pipe

Rs. 350

Our brands believes   to provide the good quality products to our customer so that customer will   get satisfaction as they want. Our first priority is to provide the maximum   satisfacion to our customers. https://t.co/LTeZY3Qsdg"
670,"https://t.co/jseN3WMg6J

Pokemon 6 inch   glass pipe

Rs. 389

Our brands   believes to provide the good quality products to our customer so that   customer will get satisfaction as they want. Our first priority is to provide   the maximum satisfacion to our customers. https://t.co/MYw1OBISGw"
671,"https://t.co/kEP3j0iRw4

12 Inch Acrylic   Water Bong Patti,Pack of 1,Pink

Rs. 699

Material: Acrylic   Bong https://t.co/Tokd8xse46"
672,"https://t.co/wL2wfGCIaR

12 Inch Acrylic   Water Bong Bob Marley,Pack of 1,Pink

Rs. 699

Material: Acrylic   Bong https://t.co/imoXH0zFrM"
673,"https://t.co/OEL30vZDGr

12 Inch Acrylic   Water Bong Bob Marley,Pack of 1,Green

Rs. 699

Material: Acrylic   Bong https://t.co/CqHyJQ86u6"
674,"https://t.co/GIfqzRY4Ma

12 Inch Acrylic   Patti Water Bong Green,Pack of 1,Blue

Rs. 699

Material: Acrylic   Bong https://t.co/xSlmDo4qCt"
675,"https://t.co/vmuOdjdYhv

12 Inch Acrylic   Patti Water Bong Green,Pack of 1,White

Rs. 699

Material: Acrylic   Bong https://t.co/Opm6HNULlK"
676,"https://t.co/SYiB6I2h6c

12 Inch Acrylic   Patti Water Bong Green,Pack of 1,Red

Rs. 699

Material: Acrylic   Bong https://t.co/lXsHjo1xU6"
677,"https://t.co/X9TpLPCUGI

12 Inch Acrylic   Patti Water Bong Green,Pack of 1

Rs. 699

Material: Acrylic   Bong https://t.co/gba6vO9hi2"
678,"https://t.co/24PSDmFDQc

8 Inch Acrylic   Water Bong Bob Marley,Pack of 1,(White)

Rs. 449

Material: Acrylic   Bong https://t.co/c7JWPJtQgG"
679,"https://t.co/iqz1l3nsJs

8 Inch Acrylic   Water Bong Bob Marley,Pack of 1,White

Rs. 449

Material: Acrylic   Bong https://t.co/T8nIVhzmAp"
680,@NisheS_twits Hi! Trust you are doing good. Please let us know via private message if there is anything I can help you with. Thanks! Sam  https://t.co/1qRWCpRlvq
681,"https://t.co/3ZShApkGhA

8 Inch Acrylic   Water Bong Bob Marley,Pack of 1,Red

Rs. 449

Material: Acrylic   Bong https://t.co/7fsartMMcf"
682,"https://t.co/SsbbmdRBR0

8 Inch Acrylic   Water Bong Bob Marley,Pack of 1,Blue

Rs.499

Material: Acrylic   Bong https://t.co/Cj30W8l9ZF"
683,@snapdeal help
684,"@dmuthuk I recollect snapdeal having a steep fall with becuase of amir khan. It was coming up well and competing flipkart . They even paid crores to Amir khan to build up the brand, but same amit pushed it down by some bad mouthing. It is dead now ."
685,@ShreyaD50003619 Hi! So sorry for the trouble. We'll have this checked and will connect with you regarding this. Thanks! Avi
686,@snapdeal is giving 1 order at 8:30am and by 8:45 am @snapdeal deactivated entire listing coz order was not processed in 15 min. Is this is a way snapdeal is running business. Pathetic platform
687,"@Si_lv_er Unfortunately amazon is the  only choice you have , unless you want to use walmart owned flipkart and snapdeal or chinese owned paytm mall."
688,"@zomatocare @DefundTheHate @zomato @deepigoyal @FeedingIndia @Republic_Bharat Dear Zomato, I love your service..
Please learn from Snapdeal.. I hope you don't want to commit same mistake..

From now on, we will watch @Republic_Bharat even more carefully.. the day we don't see your ad every 1 hr, then your end time begins.."
689,"@RC_GauravDatta Apologies for the inconvenience caused. Kindly share your contact no. via Private Message by clicking on the link given below. We'll get in touch with you. Thanks! Sam
  https://t.co/1qRWCpRlvq"
690,"@Blackholesun112 @zomatocare @ReallySwara @zomatoin @zomato @deepigoyal @Republic_Bharat Zomato going the snapdeal way. Those who don’t respect the culture of the land, have no right to conduct business there. RIP zomato"
691,@Flipkart still showing me this. See I cancelled. #FATTUFLIPKART  Now return my money with interest. You Cheater @Flipkart  @amazonIN @snapdeal @myntra look the way @Flipkart are doing business. https://t.co/aEkfSuNO2d https://t.co/dVJSYeVHTU
692,@JioMart @JioMart_Support @amazon @snapdeal @Flipkart @TataCLiQ  jio Mart is a Scam .they are earning interest by using costomers money by not refunding back their deducted money within time .everyone should know it.
693,"@RC_GauravDatta Hi! For any queries, you can mail us at sellersonboarding@snapdeal.com. Our team will connect with you at the earliest. Thanks! Avi"
694,"@Snapdeal_Help I am unable to find my bank IFSC while registering as a seller on your portal. Please help.
Thank you."
695,@zomatocare @ReallySwara @zomatoin @zomato @deepigoyal @Republic_Bharat Zomato going towards the path of Snapdeal and TikTok. We all knew what hapened to these companies. No one is even interested in purchasing the comapny even at 10% of the evaluation. Zomato is going down now. Time for @swiggy_in to rule now
696,"@JioMart @JioMart_Support @amazon @Flipkart @snapdeal @TataCLiQ Hello This is Dheeraj sharma From Gwalior ,Madhyapradesh. I visited relaince jio Mart on 08/11/2020 for purchasing grocery and at a time of payment they generated upi pay request so I paid it by scanning barcode"
697,"Fun Fact:
Did you know snapdeal and flipkart have stopped selling scissors.
U ask y, well....sari humein hee bech denge toh fir hamara kaise katenge.
🤔"
698,"RT @FarhanaAfrose9: Cristmas Image Editing offer for you  
&gt;&gt;just click here https://t.co/gSPt49sqNt
#Clippingpath #backgroundremoval #Phot…"
699,"Cristmas Image Editing offer for you  
&gt;&gt;just click here https://t.co/gSPt49sqNt
#Clippingpath #backgroundremoval #Photography #PhotoStudio #resizing #cropping #productCutout #ebay
 #snapdeal #productImage #SnowMan2D2D_day3 #FestaAFazenda #LeeKnow #PCAs #blackfriday #businesscard https://t.co/WihPStyX3A"
700,RT @Alim45555213: @Flipkart @flipkartsupport @amazon @snapdeal @eBay  Flipkart and the courier partner were involved in the scam. Specially…
701,@Vivek_Investor @dmuthuk Once a while boycott(rate 1 star) Snapchat movement was there &amp; people did it with snapdeal.
702,@prahladkumar33 @dmuthuk It's not due to Amir Khan. Anyways nobody is using snapdeal now a days. Basically It depends on fundamentals not on Twitter trends.
703,"@amazonIN @Flipkart @myntra @snapdeal @ShopClues @reliancegroup @TataCompanies @RelianceDigital  Dear All, When you will start festival sale in chhatha pooja special?"
704,"@zomatocare @ReallySwara @zomatoin @zomato @deepigoyal @Republic_Bharat Swara , aur kisko kangaal karna hain 

Already snapdeal became kangaal after mass boycott due to aamir khans tolerant rant 

Now Tanishq faced tremendous losses even abdul puncturewaala coudnt save it .

Why targetting zomato .....let them serve ......why damaging companies."
705,"EVOLUTION OF A SAD WOMAN mystery suspense thriller romance #Book  is selling on @snapdeal .  Woohoo! GL #India #NewDehli 
https://t.co/9w0ivEd1DF"
706,@bagarwal78 So sorry for the trouble. We will connect with you at the earliest and help you out. Thanks! Parv
