,tweets
596,RT @harisbutt142: @amazonIN Try and beat this😎!!! https://t.co/ejmR5x0wHk
597,"@ASUSIndia Hi team looking to buy ASUS A15 TUF model from @amazonIN for a long time now and its not available in stock. Could you please tell if you have any other official online partners. 
Buying from store is not feasible as nearest store is 150km far."
598,"@amazonIN  Hi i have  faced account  related privacy issue and I didn't receive  good response from your help desk even I Upset with their behaviour
Need possible help at earliest"
599,".@amazonIN thank you for replacing the product. It now works as intended. @Portronics , I bought a @makeinindia product over Chinese, atleast respond even if you can't help. Acts like this dents consumer confidence on #MakeInIndia goods. https://t.co/IIsQEqSkfR"
600,@amazon @amazonIN @amazonsupport13  i ordered plant from amazon but it was a really bad experience. The leafs of the plave dried out and the plants looks pale. They are not ready return #amazonsupport #badexperience #amazonorder https://t.co/zhPyXhcbdo
601,@AxisBank Please look this matter @amazonIN refund my amount but not credited to my account. They said your bank rejected the refund. https://t.co/PlPCBDov5t
602,@delhivery Hahaha @amazonIN see the reply of your delivery partner... now who is at fault please clarify
603,@amazonIN An order takes 48 hours of time to reach Unnao UP from Hydrabad. And rest 180 kms. Frm unnao to Shahjahanpur -up is still traveling after 19 hours. Is it ur commitment to deliver fast in today's competitive era. When fast &amp; quality delivery is 1st demand of customer.
604,"@Chandan88069835 @Microtek_india @VGuardOfficial @amazonIN @Flipkart Hi Chandan, we regret to hear about your experience. We want to understand your concern in detail and be of assistance to you. Please share your contact number and complaint number with us via DM, so that our team can connect with you."
605,"@amazonIN @AmazonHelp @amazon 
Seller has sent wrong Items. Look at what's been displayed and what's received. 
Who will bear the Loss? Why Amazon always protects such Fraud sellers with their Policies? https://t.co/bFMUTBFwwY"
606,@IndiaPOCO Bad experience from @flipkart this time. Chang your partner to @amazonIN
607,@AmazonHelp @amazonIN I tried calling your customer helpline but they now blindly ignore to help anything on this matter.They directly says this matter is in now hands of social media team we cannot help you on this.I do have recorded calls.Let me know where to share.
608,"RT @karanbh143: @AmazonHelp 
@amazon 
@amazonIN 
@JagoGrahakJago_ 
Amazon currently very bad and very irresponsible behaviour 
Second time…"
609,@amazonIN pathetic &amp; a very substandard service frm you.A return shipment of @LGIndia refrigerator with manufacturing defect is at my place from 3 Nov and no one frm @delhivery has came for pickup yet.Despite writing so many emails just getting excuses and apologies but no action
610,"@amazonIN I bought a product from Amazon in sales.There was policy for 7 days return.I found issues in laptop, and within 4 days i request to replace my product.But they deny me to return product.Invested huge money. Now I am regretting why I bought from amazon. https://t.co/d1TixUOtlm"
611,"hi @Uber_India, @amazonIN and @hotstartweets plz get pay later option  #KeepItSimpl"
612,@AmazonHelp You are not providing us any assistance.. rather you are constantly asking us to wait from past one month.. Is that what you call “providing assistance”..@amazonIN @jagograhakjago @AmitAgarwal @amazon @AmazonHelp If the product is stolen then definately it will not b in warehouse
613,@amazonIN Why pay on delivery option is available for Redmi Note 9 pro without exchange but not available when I try the exchange option? What's the logic behind this?
614,@AmazonHelp @amazonIN Wait till when ... What is the duration of soon in your dictionary. What about your last 24-48hrs time which you asked for. Is one month not enough for you.
615,"A new generation of cleaning and restoration concepts. #homesantizers #handsanitizer #handcleanergel #veggiewash #fruitswash 
Purchase on @amazonIN https://t.co/utUndOBeBI
Also available @BigBazaar, @bigbasket_com, @24SevenIN 

#handclean #sanitizers #covid19 #staysafe #healthy https://t.co/6MRXOWw5N7"
616,"@XiaomiIndia @amazonIN @Flipkart I ❤️ Mi

Great offer 😍😍"
617,@AmazonHelp Haven't received any updates on my product @amazonIN @JeffBezos @amazon @AmazonHelp
618,@RedmiIndia @amazonIN @Flipkart Are these #BlackFridaySale offers available in your Mi home and preferred retail partners
619,When will i get pickup and refund @amazonIN
620,@XiaomiIndia @amazonIN @Flipkart Disappointing Offers
621,@XiaomiIndia @amazonIN @Flipkart Are these #BlackFridaySale offers available in your Mi home and preferred retail partners
622,"@amazonIN could you please provide the update on my order, it supposed to be delivered by today, however still not dispatched. Kindly treat urgently. Order#-402-4060888-5798760."
623,"RT @fulcrum825: @amazonIN
@AmazonHelp
@amazon
@JeffBezos
@AmitAgarwal
 no action on refund of my Amazon order #404-1925633-5299533 inspite…"
624,@AmazonHelp @amazonIN or better if it is not in your capability to resolve then just accept here that we are cheaters company and cheat our customers I will never ask for my money.
625,"RT @amitbhawani: @MalharBarai @amazon @amazonIN @consumerforum_ @jagograhakjago @SJanaQA This is because of different sellers, check the of…"
626,"@amazonIN . I was angry about my order  . You delivery guys are unable to find the address and they don't even call and update status delivery attempted.

But your customer executive Amit abruptly closed the chat. This is the way customer centric company behaves. https://t.co/MzaOhR7Vg8"
627,"@XiaomiIndia @amazonIN @Flipkart #BlackFridaySale 😎

My guess was correct. 😁
Except #MiSmartBand4❗

Amazing discount. 🤩 https://t.co/MyZw4LJMT0"
628,"@flipkartsupport There is a reason why customer prefer @amazonIN  over flipkart. 
The kind of service we get with flipkart is no match for amazon.
My order is in same city from last 4 days and yet you are not able to deliver it timely. Also, there has been no update from your side.

#worst"
629,"@AmazonHelp 
@amazon 
@amazonIN 
@JagoGrahakJago_ 
Amazon currently very bad and very irresponsible behaviour 
Second time my order cancelled without any reason"
630,"#AmazonPayLaterQuiz @amazonIN 
Umesh sharma 9312449221 https://t.co/WrivTtlCkk"
631,@AmazonHelp @amazonIN next what 48hrs is done now . Again new mail with request of 24-48hrs is this next in your plate. I am repeating again this is going on from last month.Very frustrating behaviour from amazon team. https://t.co/OHHsUl3ojB
632,RT @CaDalmia: @JeffBezos neither any reply nor any compensation received yet @KalyanJewellers @Kalyan_India @amazon @AmazonHelp @amazonIN
633,"@amazonIN
@AmazonHelp
@amazon
@JeffBezos
@AmitAgarwal
 no action on refund of my Amazon order #404-1925633-5299533 inspite of repeated complaints. email ack &amp;nothing? weighing scale caught fire and burst in my home.Seller Fayby store continues to sell in on your site? Sad indeed"
634,"No more dry scalp this winter season, all thanks to Panasonic Nanoe Hair Dryer EH-NA45. Its moisture-rich Nanoe technology helps retain the moisture of your hair &amp; scalp, keeping 'em oh-so-nourished. #DryToMoisturise Explore it on @amazonIN. Visit https://t.co/ipiTmrfc1v to buy! https://t.co/gynPHcBLr0"
635,"@AmazonHelp No, winners of #amazongreatindianfestival contests which was held by @amazonIN on his Twitter page।
 I want update about this । @AmazonHelp"
636,"@MalharBarai @amazon @amazonIN @consumerforum_ @jagograhakjago @SJanaQA This is because of different sellers, check the offer listing page. Multiple sellers are listed, while one of your account is not prime, it shows the (lowest priced + delivery fees) seller by default while for prime account it shows the Prime sellers. https://t.co/jTh6CyvTx4"
637,RT @rahulbloom: @amazonIN @AmazonHelp @JeffBezos It seems that the seller has not yet shipped my order. How the Amazon is showing that item…
638,RT @ravimis59607225: @amazonIN @AmazonHelp @amazon @JeffBezos very irritating behaviour by Amazon and his executive I am completely disappo…
639,"Penkraft’s ready-to-use Dot Mandala on Canvas D-I-Y kit Now available on @amazonIN
You can order at - https://t.co/RSJ8Vu9RPZ
Also available at - https://t.co/NTzT5rgahg
Queries 7304044598.
#Penkraft #PenkraftDIYKits #DIYKits #AtmaNirbharBharat https://t.co/yaGZHdsTLY"
640,"No more dry scalp this winter season, all thanks to Panasonic Nanoe Hair Dryer EH-NA45. Its moisture-rich Nanoe technology helps retain the moisture of your Hair &amp; scalp, keeping 'em oh-so-nourished. #DryToMoisturise Explore it on @amazonIN. Visit https://t.co/n5hunxXxHg to buy! https://t.co/9QDTwWzY9b"
641,"RT @karanbh143: @amazonIN 
@amazon 
@AmazonHelp 
@amazo
 I have
Already ordered same product in 2 time within 20 days but ordere being canc…"
642,@amazonIN Try and beat this😎!!! https://t.co/ejmR5x0wHk
643,@JeffBezos neither any reply nor any compensation received yet @KalyanJewellers @Kalyan_India @amazon @AmazonHelp @amazonIN
644,@Aurgho_ @amazonIN @ICICIBank Meri application reject kardi wo bhi 1 mahine baad... Without any reason
645,"RT @rahulbloom: @AmazonHelp @amazonIN @JeffBezos My status for my order, which was placed 15 days back, is showing ‘Arriving Today’. It is…"
646,RT @deep_0404: @amazonIN @AmazonHelp I am trying to cancel this order from last 15 days and it's not cancelled. Now my credit card bill is…
647,"RT @drditri: @amazon @amazonIN 

If it's true then what is ur explanation?

I am going to delete amazon app from my smartphones............…"
648,@XiaomiIndia @amazonIN @Flipkart Nothing new . Same as Diwali sale . I am disappointed. But ♥️ mi products.
649,"RT @MalharBarai: Whoa @amazon @amazonIN 

Shouldn't this be reported to @consumerforum_ @jagograhakjago ??"
650,"Hey @amazonIN 
A quick question....
Why u have less varieties of products than @AmazonUK 
Whyyy????? I really need to find a decent Taylor Swift hoddie which is available in UK but not in India. @amazonIN  You should have the same amount of product as in @AmazonUK"
651,"@Flipkart Worst delivery service 2nd time in one month! @amazonIN is much better. 5 days delay to deliver a product at 10 kms after reaching nearest hub, more bad is that still not delivered OD120184103951161000 :("
652,"@PMOIndia and @DoC_GoI Should ban @amazonIN too

Its a Fraudulent Platform for Potentially Cheater Sellers who dump their 3rd class defective products and @AmazonHelp also Cover-up for such Sellers saying there is No Return Policy ! https://t.co/Ff3J2BGdzQ"
653,"Hey @amazonIN and @ICICIBank, your credit card page isn't sending OTPs for the amazon pay application card to get through."
654,"@amazonIN @AmazonHelp @JeffBezos It seems that the seller has not yet shipped my order. How the Amazon is showing that item has been shipped with @BlueDartCares with tracking id 69407359467, which I am sure is fake."
655,"RT @pj77in: @amazonIN @AmazonHelp Have to buy something, the seller is very new, want to know how credible it is, will I get the GST credit…"
656,@AmazonHelp Shame on Amazon that you can not solve a simple problem of replacement. How pathetic your service for customer. It's better to boycott Amazon from India. #shameonamazon #BoycottAmazon #pathetic  @amazon @amazonIN @AmazonHelp @BandBajaateRaho @JeffBezos @AmitAgarwal
657,@amazonIN @AmazonHelp @amazon @JeffBezos very irritating behaviour by Amazon and his executive I am completely disappointed. https://t.co/7G74AC8R1u
658,"@AmazonHelp Thank you for your most valuable NO HELP at all. I will find the address online and we will see each other in court now as I have already done with all this but people ask and again about the same thing instead of resolving the issue. 
WORST  @JeffBezos @amazonIN @jagograhakjago"
659,"@ManishT47426629 @Flipkart 13 days is nothing man. Even after 28 days, @Flipkart couldn't move the shipment from seller city, hence cancelled it. Got 14 orders from @amazonIN during that time ordered one after another. #Slowkart https://t.co/AQhjqPrTuN"
660,"Whoa @amazon @amazonIN 

Shouldn't this be reported to @consumerforum_ @jagograhakjago ?? https://t.co/vifTl4vJmz"
661,"@amazonIN 
@amazon 
@AmazonHelp 
@amazo
 I have
Already ordered same product in 2 time within 20 days but ordere being cancelled both of time 
The first time cancellation resion is damage products
And second time without resion products cancelled
Order id- 408-6965991-3305169"
662,"RT @ahuja_shubhu: @JeffBezos @amazonIN @RedmiSupportIN @amazon @AmazonHelp Bought a TV to gift to my parents, delivery and installation dat…"
663,"@AmazonHelp @amazonIN @JeffBezos My status for my order, which was placed 15 days back, is showing ‘Arriving Today’. It is also showing a Blue Dart tracking id. Surprising, seller called me and asked to cancel the order as they have damaged item with them !"
664,"OTT platforms shouldn't come under IB Ministry period @NetflixIndia @amazonIN @Disney @DisneyPlusHS .Period. @narendramodi @RahulGandhi @nsui @AamAadmiParty .It will become idiot box @JeffBezos @NetflixIndia
Delhi crime winning emmy shows that,Bollywood in a 100 years couldnt"
665,@amazonIN @AmazonHelp I am trying to cancel this order from last 15 days and it's not cancelled. Now my credit card bill is generated and it's due date is very close. Cancel this immediately or I'll be charged for late payment by bank. 402-1042130-3970767 https://t.co/LMsNJNWQUB
666,"@Portronics bit shame that you don't have service center in other part of Big country like India 
you don't have services for fault item so stop selling it
@amazonIN  you should remove or stop selling Portronics products bad services it might hamper your brand or you don't check"
667,#AmazonFunzoneSlots @amazonIN: fingers crossed 🤞 https://t.co/ZBdYSEeb9E
668,@HDFCBank_Cares @HDFC_Bank @amazonIN Please either send me the answer how? Or cancel my EMI. Please revert to me. I can't put more information on public platform but in case you need more information let me know. @HDFCBank_Cares @HDFC_Bank
669,"@AmazonHelp I think i made a wrong decision by purchase a product from @amazonIN 
Next time i think i should purchase product from @Flipkart or other apps 🙏🏻"
670,"@HDFCBank_Cares @HDFC_Bank @amazonIN ...but I am paying more i.e. around 900. How? It's been more than month I am chasing your credit card team to give me answer. Also, tried connecting with you through phn but no response. I am not stupid that I will make EMI for a product that cost 699₹...@HDFCBank_Cares"
671,"No more dry scalp this winter season, all thanks to Panasonic Nanoe Hair Dryer EH-NA45. Its moisture-rich Nanoe technology helps retain the moisture of your hair &amp; scalp &amp; keeps them oh-so-nourished. #DryToMoisturise Explore it on @amazonIN. Visit https://t.co/n5hunxXxHg to buy! https://t.co/dQUMjmBCXu"
672,@amazonIN great work selling products above mrp and having the guts to not return the extra money. Really pathetic experience with amazon.
673,"@amazonIN @AmazonHelp Have to buy something, the seller is very new, want to know how credible it is, will I get the GST credit as it claims etc."
674,"RT @NITESHP49007816: @JeffBezos @AmazonHelp @amazonIN 

i thought amazon is committed for delivery on time.
i ordered 1 cycle for my belove…"
675,@HDFCBank_Cares @HDFC_Bank @amazonIN ...and other product being just 699₹ on which I have got 10% instant discount and on that 3 month EMI which was clubbed with other product. But the product being returned the EMI amount should be reduced and should not be more than 699₹...@HDFCBank_Cares
676,@HDFCBank_Cares @HDFC_Bank Till now I have received no revert from bank side. Don't know but now I have to take my concern public: I have placed order from @amazonIN &amp; order having 2 products which was placed with no cost 3 months EMI and bank offers. So one of the product was returned...@HDFCBank_Cares
677,"@JeffBezos @amazonIN @RedmiSupportIN @amazon @AmazonHelp Bought a TV to gift to my parents, delivery and installation date was 24th Nov.. It was delivered but No call for installation, now your customer care team Mr. Yogender is rude enough to tell its not possible before sunday"
678,"@JeffBezos @AmazonHelp @amazonIN 

i thought amazon is committed for delivery on time.
i ordered 1 cycle for my beloved daughter on 28/10/20. the cycle still not reached and amazon cust care only giving me false hopes. oder # 171-4050398-3178767 dt 28/10/20. u r my last hope."
679,"@amazonIN Hello team @amazonIN @AmazonHelp , please give update about the winners of #amazongreatindianfestival's iphone 11 contest winner , amazon gift card winners , #SpotTheAmazonAD winner .
Please team Give any Updates"
680,@XiaomiIndia @amazonIN @Flipkart Please reply in DM and solve my issue
681,"@XiaomiIndia @amazonIN @Flipkart I ❤️ Mi

Great offer 😍😍"
682,@RedmiIndia @amazonIN @Flipkart End redmi now bakwas update battery low 2 hours
683,"@amazonIN I find it strange that you don’t cancel order while it is preparing for dispatch and instead wait for cancellation until it is actually dispatched , please help me with cancellation of 406-9084388-4509122 I have contacted CS multiple times"
684,"Buy Eat to Prevent and Control Disease
https://t.co/jpZ7P5IE5A via @amazonIN #etpacd #lafonceur #secretofhealthyhair #eatsowhat #diabetes #hypertension #arthritis #vegan #plantbased #bestseller #health #nutrition #amazon #sale #amazonsale #bookstoread #amazondeals #wellnessguide"
685,Hey @amazonIN @amazon you've misspelled play as ply on your application https://t.co/ZgfiRPC2MZ
686,Please plz give me my money back @amazonIN @AmazonHelp @jagograhakjago @ConsumerCourt_ @AmitAgarwal @JeffBezos as its been one month I am constantly asking for my refund from amazon.The delivery person took the product and falsely updated to amazon that we havent returned d prdct
687,"@IndiaAnker @amazonIN 👉🏾Eufy boost iq robovac 11s

#SuperSunday  #EufyByAnker   #availablenow
#VacuumCleaner #diwalidetox  #eufyrobovac #RoboVac11S #robovac35c #AmazonIndia #Amazonian 
@amazonIN

@IndiaAnker
 
Tagging 💠@Ruchikajain89 💠@GauravP26479152   💠@Raghavendra0703 💠@Sweetynsalt  💠@Soni20k"
688,"RT @IndiaAnker: #SuperSunday Let's test how much do you know about our #EufyByAnker Product. Submit your answers below.

PS: Don't forget t…"
689,@samaypatrika @KindleIndia @amazonIN @AmazonKDP Congratulations team samay patrika 👌👌 great job
690,"Woah😱 Prices revealed!🤩

Mi fans, this #BlackFridaySale avail amazing discounts on your favourite #Mi products.

📢 Sale starting midnight tonight! .

Head to https://t.co/D3b3QtmvaT, @amazonIN, @Flipkart or Retail stores and get your cart ready! https://t.co/3N3Ixqb1hE"
691,@_sathyamoorthy @amazonIN @amazon @AmazonHelp Exactly. Sorry for the inconvenience caused. What are we gonna do with this? 😂😂
692,@RedmiIndia @amazonIN @Flipkart I have redmi mobile but i will not recommend for buy to other person.
693,"#4 Richa Bakshi, @amazonIN, shared that corporations have a responsibility to the society and should use their resources in collaborating with civil society organizations to spread awareness amongst the community about child safety and beneficial provisions of law.
#CSW2020"
694,"@AmazonUK @amazon @PrimeVideo @PrimeVideoIN @amazonmusic @awscloud @amazonIN @alexa99 @JeffBezos :
Nanthini : If pickup not completed tomorrow, you will be fucked in your pussy &amp; ass. https://t.co/5qeQODRV9E https://t.co/22hjEdxdwZ"
695,"@AmazonUK @amazon @PrimeVideo @PrimeVideoIN @amazonmusic @awscloud @amazonIN @alexa99 :
Nanthini : If pickup not completed tomorrow, you will be fucked in your pussy &amp; ass. https://t.co/tAy8EPbYgN https://t.co/efhQxXGZhW"
696,@relianceindltd has bought @UrbanLadder for over Rs 182 crore with #market watchers saying that this will help the #MukeshAmbani-company take on @amazonIN and @Flipkart. Read more https://t.co/yhshErSyCe @reliancegroup #Investment #ecommerce
697,"@AmazonUK @amazon @PrimeVideo @PrimeVideoIN @amazonmusic @awscloud @amazonIN @alexa99 :
Nanthini : If pickup not completed tomorrow and refund not initiated, you will be fucked in your pussy , mouth &amp; ass. https://t.co/0aS4suDSQd https://t.co/a6psIfrbS9"
698,RT @shreyanshshah28: Kindly assist and resolve my problem please as requested I have sent details from manufacturer @AmazonHelp @amazonIN h…
699,"@amazonIN : Despite calling amazon customer care mutiple times, my order hasn't been picked up for return. I have been contacting amazon customer care since last 1 week. I don't understand why so much difficulty in just picking up for return. I'm highly disappointed with amazon."
700,"@XiaomiIndia @amazonIN Even though your company lists the price of spare parts/accessories on your website, they are not available with the service centres, that too in Mumbai. The service centres even tell that they cannot source it, even when advance payment is done. So much for Long term support."
701,@amazonIN very bad services provided by Amazon India I received fake product please arrange a call back to my registered mobile number.
702,Kindly assist and resolve my problem please as requested I have sent details from manufacturer @AmazonHelp @amazonIN https://t.co/7rmuRRLzmp
703,@amazonIN facing issue while ordering. Not able to call customer care . I am placing order of table its coming for service schedule. It’s not moving forward. It’s stuck on same screen again n again
704,@CidharthSelvam @amazonIN @amazon @AmazonHelp These guys never understand reply and resolution are two different things. They are very much interested in replying but not in resolving the solution
705,"@amazon @PrimeVideo @PrimeVideo @amazonmusic @AmazonHelp @PrimeVideoIN @alexa99 @awscloud @awscloud @amazonIN @AmazonUK @amazon @JeffBezos 

MOTHER FUCKERS WHEN WILL YOU REFUND MY MONEY https://t.co/R00OZT1bZ7 https://t.co/MnKmqZ9T2B"
706,"RT @P_Chaurasiya21: @amazonIN @AmazonHelp Team, I gt a tempered delivery packet hs ben torn n resealed with normal tape. Wt is authenticity…"
707,@realmeLink When it will be available in @amazonIN ??
708,@_sathyamoorthy @amazonIN @amazon @AmazonHelp Whatever we say they will give this constant response 😂😂😂
709,"@amazonIN your delivery guys just left someone’s parcel at my door, sorry I opened it without checking the address and realised it wasn’t anything any of our family member ordered, can you get it picked up and deliver to the right person"
710,"Me: I'm sorry, I cannot share any OTP over call, if it's a cashback you can share an official email from Amazon.

S(immediately): Ok sir. (Disconnects).

So @amazonIN how on earth did the scammers get my number and my order details? Don't you have a user data privacy policy?"
711,"RT @Tanishq27785503: @AmazonHelp @amazonIN 
Really frustrated with amazon employees i had filed for return 6 times and no one cane to picku…"
712,"@amazonIN @AmazonHelp Team, I gt a tempered delivery packet hs ben torn n resealed with normal tape. Wt is authenticity dat product hs ben delivered  is original??? Pls take a note ur brand is being used for a kind of racket. Users privacy, product authenticity is compromised. https://t.co/dBHCYY4inL"
713,@orpat_group @amazonIN I have  bought a silent Wall clock (Ajanta/Orpat) which is making more sound than a conventional clock. This is so disappointing.
714,"RT @HiHonorIndia: Snowfie look even better with the all new #HONORWatchES in Coral Pink Growing heart. #WatchMeGo
Shop on @amazonIN - https…"
715,Why @JBLSoundIn  SBL 261 is now  removed from @amazonIN website ?
716,@AmitAgarwal @amazonIN Why not amazon photos app in India? It's cheaper than Google Photos which will be paid service from June 21.
717,"@amazon @amazonIN @AmazonHelp @JeffBezos @PrimeVideoIN @AmazonINoffers 

Please arrange a call back... the amount involved is high. Help Help Help"
718,"@amazonIN when I call customer service it defaults to hindi even though I set preferred language to English. If you’re going to reset it, reset it to English. Hindi is not the common language and I don’t know a word of it. This happened today as well :( #StopHindiImposition"
719,"@amazonIN  they will issue and advance refund.
And now they aren't doing so
Very disappointed in amazon
Never gonna order anything from Amazon ever again"
720,"@AmazonHelp @amazonIN 
Really frustrated with amazon employees i had filed for return 6 times and no one cane to pickup my product and the customer care employees are stalling my concern. They promised on 22 NOV that an NOC is filed and if the pickup is not done in 3 days"
721,"@amazon @amazonIN i have been a Prime member for around 5 years now, but never have I faced this issue when Amazon is not exchanging the product, request is submitted since two weeks, delivery boy does not arrive to exchange, what is going on @JeffBezos"
722,RT @910_anoop: @Anti_CorruptN @ZeeBusiness @DeptConsumerAff @thebharatseva @amazonIN @CimGOI @AmazonHelp @AmexIndia @CNBCTV18News Amazon se…
723,"@RedmiIndia @amazonIN @Flipkart Redmi Note 9 5G Series Smartphone 
I ♥️ Mi #RedmiNote9Pro5G #Redmi #Xiaomi https://t.co/nvgujmxqtO"
724,@RedmiIndia @amazonIN @Flipkart Isme offers kya hain ??? Regular price !! 😏
725,@manukumarjain I think there's some issues with product verification as codes mismatch on the product I ordered online via @amazonIN @AmazonHelp
726,"RT @AkshayPL: [Thread]
There seems to be a new type of scam going on which I experienced moments ago, thankfully averted it with all the @i…"
727,RT @NevillePatros: @amazonIN considering your one of the market leaders ... would want you to look into this as multiple customers are faci…
728,"Hey Mi Fans, here's a sneak peak at the amazing deals we have for you in the #BlackFridaySale starting midnight tonight! 

Head to https://t.co/cwYEXdVQIo, @amazonIN, @Flipkart or Retail stores and get your cart ready! https://t.co/DPqOQ0RJaA"
729,@Anti_CorruptN @ZeeBusiness @DeptConsumerAff @thebharatseva @amazonIN @CimGOI @AmazonHelp @AmexIndia @CNBCTV18News Amazon selling damaged non usable product n don't give Invoice when reported damage they says it's not returnable product Amazon should b stopped doing busi in India
730,"@amazonIN , @amazon @AmazonKindle , So you're offering negative discount :-). Something coating ₹597 is discounted to ₹1500. What you smokin bro? https://t.co/C4HJwML5jF"
731,"@amazonIN  @amazon #zaynrayeen 
I played this interesting Quiz on Amazon-Play games at Amazon FunZone https://t.co/nWIlI1ZnQc https://t.co/fqErFl1DrA"
732,"@amazonIN considering your one of the market leaders ... would want you to look into this as multiple customers are facing similar concerns. #pune 
Tracking ID for your reference: 249438110343"
733,"@amazonIN 
October 06,  2020 
Many time take appointment but not Respons for this application
I need this card https://t.co/lIuprAZ4Ld"
734,MOTHER FUCKER @amazon @PrimeVideo @amazonmusic @AmazonHelp @PrimeVideoIN @AmazonUK @awscloud @amazonIN  @JeffBezos  SEE THE SCREENSHOT BELOW WITH ORDER NUMBER https://t.co/GPG69xCZSd https://t.co/AgbGNzkVLu
735,Bought normal headphones and verification code responds to bluetooth headphones. @XiaomiIndia headphones ordered via @amazonIN https://t.co/qfN3m4n1tx
736,MOTHER FUCKER @amazon @PrimeVideo @amazonmusic @AmazonHelp @PrimeVideoIN @AmazonUK @awscloud @amazonIN  SEE THE SCREENSHOT BELOW https://t.co/nZBJsl4utX https://t.co/iGZRSDYH1C
737,"RT @iamaashmehta: @AmazonHelp why you doing this to me, in last 2-3 orders I'm getting totally different products which you showing on ur w…"
738,@amazonIN I wanted to share a feedback. +91 20-67325555 this number was provided as the contact for the delivery agent who will be delivering the package today. But since I may not be available wanted to speak with the agent n confirm an approx time. But this number is not valid
739,"[Thread]
There seems to be a new type of scam going on which I experienced moments ago, thankfully averted it with all the @iamkarlrock videos I have watched 😅.
But I'm holding @amazonIN and @AmazonHelp accountable for breach of user data. They can easily scam even the smartest."
740,@amazon @AmazonHelp @amazonIN never expected such frustating experience with you guys.
741,@amazon @amazonIN @AmazonHelp  Really disappointed with your support for Amazon Basics Washing Machine. Had been waiting for action items for last 3 weeks. And just now received a follow up call &amp; the agent was ACTUALLY laughing at the situation. Complain number: MH2011070170 https://t.co/2D7OI03PgL
742,"@AmazonHelp why you doing this to me, in last 2-3 orders I'm getting totally different products which you showing on ur website &amp; I ordering. @amazonIN this time I ordered a Sparx shoes &amp; it's totally different from actual images.
It's not original , totally fake product! https://t.co/OfF0Jh02XQ"
743,"@amazonIN  I have raised dispute but bank said amount has been credited to beneficiary's bank
@AxisBank  help me please https://t.co/I8ERuNuxau"
744,So kindly reach to the areas where you can't deliver by this type of problem we can't order the daily essentials which are only available in the cities and not in towns in this term @amazonIN is doing great and @FlipkartIN not.
745,"@FlipkartSellers @flipkartsupport @FlipkartIN 
Dear @FlipkartSellers kindly improve your delivery services in the rural areas the deliveries of food items aren't available by the @FlipkartIN in rural areas whereas @amazonIN is very capable in the terms of availability."
746,"RT @iamaashmehta: @AmazonHelp why you doing this to me, in last 2-3 orders I'm getting totally different products which I ordered &amp; you sho…"
747,@amazonIN which iPhone is this? @tim_cook @JeffBezos https://t.co/t1uQiR6EAg
748,"Hello everyone as many of us are cheated by @Flipkart and @goairlinesindia 
I urge all to come forward and file case against them @DGCAIndia @_Kalyan_K @PMOIndia @SonuSood @republic @walmartindia @amazonIN"
749,@MiIndiaSupport @XiaomiIndia @amazonIN purchased this via Amazon. Checked the serial number via verify and it's showing the code for bluetooth headphone while I ordered a standard headphone. I think it is a fake product. Please check if it is legitimate or not https://t.co/dAKiT9Faq8
750,"@luminiousdelhi @LuminiousInverter @myluminous  Teach some ethics to your team Mr.Vipul Sabhrawal,warrenty means reliabality but you are not .
 @Microtek_india   @VGuardOfficial @amazonIN @Flipkart
#warrenty
#donotcheat
#AsYouSawSoYouReap
#विनाश_काले_विपरीत_बुद्धि https://t.co/vpeOiIi0lK"
751,"@AmazonHelp why you doing this to me, in last 2-3 orders I'm getting totally different products which I ordered &amp; you showing on ur website. @amazonIN this time I ordered a Sparx shoes &amp; it's totally different from actual images.
It's totally different or fake product! https://t.co/YqPzDpVb0k"
752,"@amazonIN Fresh Kolkata,the red potatoes listed is actually sweet potato. Theyboth have red skin but they are different. @bigbasket_com has got it right we can’t lay in our hands on our favourite potato on their app. @amazonIN do make potato available"
753,@amazonIN is there any change in ur review policy?
754,does @amazonIN has supersonic mode of transport? 1200 kms in just 26 mints.... fake info I guess..... https://t.co/Sik5NPsMCH
755,"@airtelindia Airtel Fastag not received [CASE:7547511] [CASE:7547819] [CASE:7585425] [CASE:7606941] [CASE:7646121]..
It's been more than ""14 working days"" &amp; I have no response and nonsensical support from your customer care .. wish I would have purchased via @Paytm or @amazonIN"
756,"#GoldenFriday Sale is here ! 🎉🎉🎉
Get up to 40% OFF ( Nov 26th-30th )
Check out our official website &amp; Amazon to avail the offers.
@aristavault @electropreneur @GoI_MeitY @stpiindia @iesaonline @amazonIN https://t.co/wL75YbxYk6"
757,"@amazonIN @amazon I have ordered a product from your site which was a pair of 6 (set) but got only 3 and the status is showing delivered and 1 is bend damaged, which is very disappointing. https://t.co/NHKo0ifcB9"
758,@AmazonHelp @amazonIN @JeffBezos received email from ur executive 2 days ago and replied right away but after that they have gone in silent mode and sending feedback emails.
759,"@amazonIN please follow me back so I can able to share my details as I am winner of this #AmazonFinaleDays contest winner.
Please help @AmazonHelp since 6 day I writing here but till date not following me so how can I send my details &amp; claim the prize. https://t.co/y5GM2bRf4j"
760,"RT @nishankK502: Hey @amazonIN, I ordered this item on 30th october and it shipped on that same day. The seller is rescheduling the deliver…"
761,"Hey @amazonIN, I ordered this item on 30th october and it shipped on that same day. The seller is rescheduling the delivery date again and again. I tried to contact customer service and they were like it'll reach to you by 19th november and i haven't received it.
@AmazonHelp https://t.co/8kmDr0yesx"
